ticker,date,open,high,low,close,volume,closeadjusted
VDNR.UK,30/03/2015,47.953,47.953,47.953,47.953,1628,47.953
VDNR.UK,8/04/2015,48.195,48.195,48.195,48.195,2717,48.195
VDNR.UK,17/04/2015,48.386,48.386,48.386,48.386,2,48.386
VDNR.UK,24/04/2015,49.214,49.214,49.214,49.214,2717,49.214
VDNR.UK,30/04/2015,48.801,48.801,48.801,48.801,21741,48.801
VDNR.UK,1/05/2015,48.46,48.498,48.46,48.489,13588,48.489
VDNR.UK,5/05/2015,49.097,49.097,49.097,49.097,73,49.097
VDNR.UK,6/05/2015,48.681,48.681,48.681,48.681,869,48.681
VDNR.UK,7/05/2015,48.057,48.057,48.057,48.057,3649,48.057
VDNR.UK,13/05/2015,48.882,48.994,48.882,48.92,13646,48.92
VDNR.UK,14/05/2015,48.994,48.994,48.994,48.994,1,48.994
VDNR.UK,26/05/2015,49.179,49.179,49.179,49.179,2717,49.179
VDNR.UK,27/05/2015,48.874,48.874,48.874,48.874,2717,48.874
VDNR.UK,1/06/2015,48.882,48.882,48.882,48.882,1,48.882
VDNR.UK,4/06/2015,48.939,48.939,48.939,48.939,2,48.939
VDNR.UK,5/06/2015,48.681,48.681,48.599,48.599,2750,48.599
VDNR.UK,10/06/2015,48.489,48.489,48.489,48.489,2717,48.489
VDNR.UK,11/06/2015,48.93,48.93,48.93,48.93,1628,48.93
VDNR.UK,19/06/2015,49.077,49.077,49.077,49.077,3263,49.077
VDNR.UK,26/06/2015,48.671,48.793,48.671,48.793,9241,48.793
VDNR.UK,29/06/2015,48.139,48.139,48.139,48.139,2717,48.139
VDNR.UK,1/07/2015,47.991,47.991,47.991,47.991,2717,47.991
VDNR.UK,6/07/2015,47.616,47.616,47.616,47.616,2717,47.616
VDNR.UK,7/07/2015,47.991,47.991,47.991,47.991,2175,47.991
VDNR.UK,20/07/2015,49.087,49.087,48.93,49.011,3067,49.011
VDNR.UK,30/07/2015,48.498,48.498,48.498,48.498,2717,48.498
VDNR.UK,5/08/2015,48.58,48.58,48.58,48.58,322,48.58
VDNR.UK,17/08/2015,48.139,48.139,48.13,48.13,3480,48.13
VDNR.UK,25/08/2015,44.929,44.929,44.929,44.929,2717,44.929
VDNR.UK,26/08/2015,43.872,43.872,43.872,43.872,2717,43.872
VDNR.UK,4/09/2015,44.478,44.478,44.478,44.478,2717,44.478
VDNR.UK,10/09/2015,45.146,45.369,45.002,45.223,35331,45.223
VDNR.UK,11/09/2015,45.481,45.481,45.481,45.481,305,45.481
VDNR.UK,14/09/2015,45.396,45.396,45.086,45.094,35425,45.094
VDNR.UK,23/09/2015,44.718,44.753,44.718,44.753,13588,44.753
VDNR.UK,25/09/2015,44.827,44.937,44.789,44.937,156593,44.937
VDNR.UK,1/10/2015,44.162,44.162,44.162,44.162,1628,44.162
VDNR.UK,2/10/2015,44.513,44.513,44.513,44.513,176,44.513
VDNR.UK,7/10/2015,45.859,45.859,45.537,45.537,869,45.537
VDNR.UK,19/10/2015,46.556,46.556,46.556,46.556,468,46.556
VDNR.UK,20/10/2015,46.701,46.701,46.701,46.701,2717,46.701
VDNR.UK,23/10/2015,47.495,47.495,47.495,47.495,3263,47.495
VDNR.UK,2/11/2015,47.495,47.495,47.495,47.495,2717,47.495
VDNR.UK,5/11/2015,48.176,48.176,48.176,48.176,301,48.176
VDNR.UK,6/11/2015,47.963,47.963,47.963,47.963,869,47.963
VDNR.UK,10/11/2015,47.522,47.522,47.522,47.522,2717,47.522
VDNR.UK,13/11/2015,46.767,46.767,46.465,46.465,542,46.465
VDNR.UK,16/11/2015,46.317,46.326,46.317,46.326,1087,46.326
VDNR.UK,20/11/2015,47.799,47.799,47.799,47.799,956,47.799
VDNR.UK,23/11/2015,47.744,47.926,47.705,47.926,140276,47.926
VDNR.UK,25/11/2015,47.818,47.818,47.818,47.818,10,47.818
