ticker,date,open,high,low,close,volume,closeadjusted
IGLN.UK,30/03/2015,23.515,23.57,23.477,23.478,31748,23.478
IGLN.UK,31/03/2015,23.355,23.545,23.355,23.545,16101,23.545
IGLN.UK,1/04/2015,23.48,23.548,23.42,23.548,39140,23.548
IGLN.UK,2/04/2015,23.87,23.88,23.71,23.725,128158,23.725
IGLN.UK,7/04/2015,24.007,24.04,23.993,24.032,102789,24.032
IGLN.UK,8/04/2015,23.964,23.964,23.843,23.863,11657,23.863
IGLN.UK,9/04/2015,23.683,23.795,23.66,23.675,67962,23.675
IGLN.UK,10/04/2015,23.6,23.948,23.6,23.917,47685,23.917
IGLN.UK,13/04/2015,23.725,23.725,23.725,23.725,1964,23.725
IGLN.UK,14/04/2015,23.633,23.695,23.633,23.65,30792,23.65
IGLN.UK,15/04/2015,23.61,23.68,23.545,23.668,51486,23.668
IGLN.UK,16/04/2015,23.873,23.91,23.683,23.708,14279,23.708
IGLN.UK,17/04/2015,23.851,23.89,23.851,23.883,4530,23.883
IGLN.UK,20/04/2015,23.847,23.847,23.608,23.635,143438,23.635
IGLN.UK,21/04/2015,23.65,23.768,23.65,23.69,31694,23.69
IGLN.UK,22/04/2015,23.845,23.845,23.5,23.5,10745,23.5
IGLN.UK,23/04/2015,23.502,23.582,23.5,23.573,183455,23.573
IGLN.UK,24/04/2015,23.595,23.598,23.34,23.363,30793,23.363
IGLN.UK,27/04/2015,23.428,23.825,23.395,23.808,22125,23.808
IGLN.UK,28/04/2015,12.78,24.045,12.78,24.045,24079,24.045
IGLN.UK,29/04/2015,23.918,24.01,23.885,23.978,29867,23.978
IGLN.UK,30/04/2015,23.81,23.903,23.373,23.373,13894,23.373
IGLN.UK,1/05/2015,23.24,23.298,23.24,23.298,6793,23.298
IGLN.UK,5/05/2015,23.563,23.73,23.515,23.713,13959,23.713
IGLN.UK,6/05/2015,23.6,23.68,23.545,23.566,32794,23.566
IGLN.UK,7/05/2015,23.425,23.516,23.383,23.438,4744,23.438
IGLN.UK,8/05/2015,23.455,23.59,23.455,23.488,10401,23.488
IGLN.UK,11/05/2015,23.48,23.51,23.37,23.37,48017,23.37
IGLN.UK,12/05/2015,23.658,23.658,23.563,23.593,12352,23.593
IGLN.UK,13/05/2015,23.668,23.871,23.583,23.871,79426,23.871
IGLN.UK,14/05/2015,24.095,24.235,24.088,24.175,18270,24.175
IGLN.UK,15/05/2015,24.1,24.1,24.03,24.04,12437,24.04
IGLN.UK,18/05/2015,24.323,24.323,24.275,24.275,61781,24.275
IGLN.UK,19/05/2015,24.248,24.248,23.9,23.92,21530,23.92
IGLN.UK,20/05/2015,23.895,24,23.895,24,6197,24
IGLN.UK,21/05/2015,23.98,23.98,23.858,23.863,23299,23.863
IGLN.UK,22/05/2015,24.028,24.028,23.85,23.91,34150,23.91
IGLN.UK,26/05/2015,23.733,23.733,23.5,23.515,47605,23.515
IGLN.UK,27/05/2015,23.55,23.55,23.473,23.513,11187,23.513
IGLN.UK,28/05/2015,23.562,23.562,23.418,23.515,10784,23.515
IGLN.UK,29/05/2015,23.563,23.633,23.535,23.544,55196,23.544
IGLN.UK,1/06/2015,23.473,23.82,23.473,23.655,117608,23.655
IGLN.UK,2/06/2015,23.547,23.633,23.475,23.618,230405,23.618
IGLN.UK,3/06/2015,23.547,23.57,23.52,23.56,35066,23.56
IGLN.UK,4/06/2015,23.408,23.408,23.25,23.25,26749,23.25
IGLN.UK,5/06/2015,23.29,23.29,23.05,23.05,3186,23.05
IGLN.UK,8/06/2015,23.193,23.193,23.18,23.18,11828,23.18
IGLN.UK,9/06/2015,23.396,23.396,23.298,23.303,4291,23.303
IGLN.UK,10/06/2015,23.44,23.538,23.44,23.538,37269,23.538
IGLN.UK,11/06/2015,23.485,23.485,23.343,23.35,59480,23.35
IGLN.UK,12/06/2015,23.4,23.41,23.34,23.41,23907,23.41
IGLN.UK,15/06/2015,23.36,23.41,23.36,23.403,31177,23.403
IGLN.UK,16/06/2015,23.417,23.417,23.35,23.35,8586,23.35
IGLN.UK,17/06/2015,23.35,23.35,23.298,23.298,3458,23.298
IGLN.UK,18/06/2015,23.698,23.77,23.698,23.76,11522,23.76
IGLN.UK,19/06/2015,23.74,23.823,23.74,23.823,6128,23.823
IGLN.UK,22/06/2015,23.628,23.628,23.388,23.483,14669,23.483
IGLN.UK,23/06/2015,23.405,23.44,23.29,23.313,42152,23.313
IGLN.UK,24/06/2015,23.265,23.33,23.173,23.194,33110,23.194
IGLN.UK,25/06/2015,23.24,23.282,23.207,23.248,9078,23.248
IGLN.UK,26/06/2015,23.232,23.24,23.13,23.203,128486,23.203
IGLN.UK,29/06/2015,23.303,23.345,23.263,23.345,5037,23.345
IGLN.UK,30/06/2015,23.285,23.285,23.19,23.19,9873,23.19
IGLN.UK,1/07/2015,23.239,23.24,23.205,23.215,24520,23.215
IGLN.UK,2/07/2015,23.063,23.09,22.92,23.09,3458,23.09
IGLN.UK,3/07/2015,23.126,23.153,23.118,23.118,3936,23.118
IGLN.UK,6/07/2015,23.033,23.08,23.033,23.08,8307,23.08
IGLN.UK,8/07/2015,22.713,22.98,22.713,22.97,35932,22.97
IGLN.UK,9/07/2015,23.038,23.07,22.965,23.07,8982,23.07
IGLN.UK,10/07/2015,22.98,23.023,22.933,22.933,19228,22.933
IGLN.UK,13/07/2015,22.968,22.968,22.828,22.843,24584,22.843
IGLN.UK,14/07/2015,22.833,22.913,22.825,22.881,44475,22.881
IGLN.UK,15/07/2015,22.86,22.865,22.623,22.67,303238,22.67
IGLN.UK,16/07/2015,22.688,22.7,22.608,22.695,234544,22.695
IGLN.UK,17/07/2015,22.663,22.663,22.42,22.435,20549,22.435
IGLN.UK,20/07/2015,22.12,22.12,21.843,21.955,14878,21.955
IGLN.UK,21/07/2015,21.848,21.92,21.848,21.92,1660,21.92
IGLN.UK,22/07/2015,21.638,21.673,21.51,21.6,10551,21.6
IGLN.UK,23/07/2015,21.673,21.85,21.673,21.698,40615,21.698
IGLN.UK,24/07/2015,21.42,21.517,21.4,21.517,17612,21.517
IGLN.UK,27/07/2015,21.833,21.833,21.655,21.71,19772,21.71
IGLN.UK,28/07/2015,21.67,21.678,21.62,21.678,12487,21.678
IGLN.UK,29/07/2015,21.73,21.73,21.59,21.59,88769,21.59
IGLN.UK,30/07/2015,21.518,21.673,21.498,21.625,9325,21.625
IGLN.UK,31/07/2015,21.41,21.73,21.395,21.638,9405,21.638
IGLN.UK,3/08/2015,21.608,21.625,21.608,21.625,200,21.625
IGLN.UK,4/08/2015,21.59,21.623,21.59,21.623,8293,21.623
IGLN.UK,5/08/2015,21.483,21.578,21.461,21.461,16871,21.461
IGLN.UK,6/08/2015,21.475,21.54,21.475,21.538,11858,21.538
IGLN.UK,7/08/2015,21.675,21.705,21.443,21.685,12066,21.685
IGLN.UK,10/08/2015,21.65,21.93,21.65,21.93,17326,21.93
IGLN.UK,11/08/2015,21.723,22.032,21.723,21.943,13909,21.943
IGLN.UK,12/08/2015,22.13,22.213,22.085,22.213,10923,22.213
